Model,Checkpoint,Task,Metric,Run 1,Run 2,Run 3,Average,Percentage,olmo-params,Flops
OLMo-2-0325-32B,OLMo-2-0325-32B-100pct,gsm8k_adv,reflection,0.7200661521499448,,,0.7200661521499448,1.0,32,7.049254841255837
OLMo-2-0325-32B,OLMo-2-0325-32B-10pct,gsm8k_adv,reflection,0.649393605292172,,,0.649393605292172,0.1,32,4.746669748261791
OLMo-2-0325-32B,OLMo-2-0325-32B-20pct,gsm8k_adv,reflection,0.6291069459757442,,,0.6291069459757442,0.2,32,5.439816928821736
OLMo-2-0325-32B,OLMo-2-0325-32B-29pct,gsm8k_adv,reflection,0.4775082690187431,,,0.4775082690187431,0.29,32,5.811380485254219
OLMo-2-0325-32B,OLMo-2-0325-32B-42pct,gsm8k_adv,reflection,0.6798235942668137,,,0.6798235942668137,0.42,32,6.181754273551114
OLMo-2-0325-32B,OLMo-2-0325-32B-50pct,gsm8k_adv,reflection,0.6037486218302095,,,0.6037486218302095,0.5,32,6.3561076606958915
OLMo-2-0325-32B,OLMo-2-0325-32B-60pct,gsm8k_adv,reflection,0.6884233737596472,,,0.6884233737596472,0.6,32,6.5384292174898455
OLMo-2-0325-32B,OLMo-2-0325-32B-70pct,gsm8k_adv,reflection,0.7270121278941566,,,0.7270121278941566,0.7000000000000001,32,6.6925798973171045
OLMo-2-0325-32B,OLMo-2-0325-32B-80pct,gsm8k_adv,reflection,0.6883131201764058,,,0.6883131201764058,0.8,32,6.826111289941627
OLMo-2-0325-32B,OLMo-2-0325-32B-89pct,gsm8k_adv,reflection,0.6411245865490628,,,0.6411245865490628,0.89,32,6.932721024999885
OLMo-2-0325-32B,OLMo-2-0325-32B-9pct,gsm8k_adv,reflection,0.7401323042998897,,,0.7401323042998897,0.09,32,4.641309232603964
OLMo-2-1124-13B,OLMo-2-1124-13B-100pct,gsm8k_adv,reflection,0.6436604189636164,,,0.6436604189636164,1.0,13,5.966146739123692
OLMo-2-1124-13B,OLMo-2-1124-13B-17pct,gsm8k_adv,reflection,0.5068357221609703,,,0.5068357221609703,0.17,13,4.194189897191817
OLMo-2-1124-13B,OLMo-2-1124-13B-20pct,gsm8k_adv,reflection,0.6991179713340684,,,0.6991179713340684,0.2,13,4.356708826689592
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,gsm8k_adv,reflection,0.6868798235942668,,,0.6868798235942668,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,gsm8k_adv,reflection,0.7006615214994487,,,0.7006615214994487,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-50pct,gsm8k_adv,reflection,0.5627342888643881,,,0.5627342888643881,0.5,13,5.272999558563747
OLMo-2-1124-13B,OLMo-2-1124-13B-60pct,gsm8k_adv,reflection,0.5726571113561191,,,0.5726571113561191,0.6,13,5.455321115357702
OLMo-2-1124-13B,OLMo-2-1124-13B-70pct,gsm8k_adv,reflection,0.5450937155457553,,,0.5450937155457553,0.7000000000000001,13,5.60947179518496
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,gsm8k_adv,reflection,0.6874310915104741,,,0.6874310915104741,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,gsm8k_adv,reflection,0.6911797133406836,,,0.6911797133406836,0.9,13,5.860786223465865
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,gsm8k_adv,reflection,0.5476295479603087,,,0.5476295479603087,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,gsm8k_adv,reflection,0.325909592061742,,,0.325909592061742,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,gsm8k_adv,reflection,0.0610804851157662,,,0.0610804851157662,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,gsm8k_adv,reflection,0.7317530319735391,,,0.7317530319735391,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,gsm8k_adv,reflection,0.219625137816979,,,0.219625137816979,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,gsm8k_adv,reflection,0.4882028665931642,,,0.4882028665931642,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,gsm8k_adv,reflection,0.2521499448732083,,,0.2521499448732083,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,gsm8k_adv,reflection,0.5503858875413451,,,0.5503858875413451,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,gsm8k_adv,reflection,0.331973539140022,,,0.331973539140022,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,gsm8k_adv,reflection,0.4549062844542447,,,0.4549062844542447,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,gsm8k_adv,reflection,0.2114663726571113,,,0.2114663726571113,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,gsm8k_adv,reflection,0.6725468577728776,,,0.6725468577728776,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,gsm8k_adv,reflection,0.3779492833517089,,,0.3779492833517089,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,gsm8k_adv,reflection,0.4767364939360529,,,0.4767364939360529,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,gsm8k_adv,reflection,0.3717750826901874,,,0.3717750826901874,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,gsm8k_adv,reflection,0.5842337375964719,,,0.5842337375964719,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,gsm8k_adv,reflection,0.3908489525909592,,,0.3908489525909592,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,gsm8k_adv,reflection,0.5993384785005512,,,0.5993384785005512,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,gsm8k_adv,reflection,0.4108048511576626,,,0.4108048511576626,0.09,7,2.716018370751387
OLMo-2-0325-32B,OLMo-2-0325-32B-100pct,gsm8k_adv,correlation,0.1805885363375525,,,0.1805885363375525,1.0,32,7.049254841255837
OLMo-2-0325-32B,OLMo-2-0325-32B-10pct,gsm8k_adv,correlation,0.0400402586704223,,,0.0400402586704223,0.1,32,4.746669748261791
OLMo-2-0325-32B,OLMo-2-0325-32B-20pct,gsm8k_adv,correlation,0.1103219568134233,,,0.1103219568134233,0.2,32,5.439816928821736
OLMo-2-0325-32B,OLMo-2-0325-32B-29pct,gsm8k_adv,correlation,0.1698224331371576,,,0.1698224331371576,0.29,32,5.811380485254219
OLMo-2-0325-32B,OLMo-2-0325-32B-42pct,gsm8k_adv,correlation,0.1293392552129182,,,0.1293392552129182,0.42,32,6.181754273551114
OLMo-2-0325-32B,OLMo-2-0325-32B-50pct,gsm8k_adv,correlation,0.1507037327851857,,,0.1507037327851857,0.5,32,6.3561076606958915
OLMo-2-0325-32B,OLMo-2-0325-32B-60pct,gsm8k_adv,correlation,0.1447080490477691,,,0.1447080490477691,0.6,32,6.5384292174898455
OLMo-2-0325-32B,OLMo-2-0325-32B-70pct,gsm8k_adv,correlation,0.1119343273729692,,,0.1119343273729692,0.7000000000000001,32,6.6925798973171045
OLMo-2-0325-32B,OLMo-2-0325-32B-80pct,gsm8k_adv,correlation,0.1592886513294498,,,0.1592886513294498,0.8,32,6.826111289941627
OLMo-2-0325-32B,OLMo-2-0325-32B-89pct,gsm8k_adv,correlation,0.1939499267296682,,,0.1939499267296682,0.89,32,6.932721024999885
OLMo-2-0325-32B,OLMo-2-0325-32B-9pct,gsm8k_adv,correlation,0.0442433477407204,,,0.0442433477407204,0.09,32,4.641309232603964
OLMo-2-1124-13B,OLMo-2-1124-13B-100pct,gsm8k_adv,correlation,0.1357206842077682,,,0.1357206842077682,1.0,13,5.966146739123692
OLMo-2-1124-13B,OLMo-2-1124-13B-17pct,gsm8k_adv,correlation,0.1300416883146885,,,0.1300416883146885,0.17,13,4.194189897191817
OLMo-2-1124-13B,OLMo-2-1124-13B-20pct,gsm8k_adv,correlation,0.0617269447231893,,,0.0617269447231893,0.2,13,4.356708826689592
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,gsm8k_adv,correlation,0.054005229853238,,,0.054005229853238,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,gsm8k_adv,correlation,0.0873949537958654,,,0.0873949537958654,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-50pct,gsm8k_adv,correlation,0.0780292098724035,,,0.0780292098724035,0.5,13,5.272999558563747
OLMo-2-1124-13B,OLMo-2-1124-13B-60pct,gsm8k_adv,correlation,0.1591624585435905,,,0.1591624585435905,0.6,13,5.455321115357702
OLMo-2-1124-13B,OLMo-2-1124-13B-70pct,gsm8k_adv,correlation,0.0973225552282579,,,0.0973225552282579,0.7000000000000001,13,5.60947179518496
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,gsm8k_adv,correlation,0.0773231985272581,,,0.0773231985272581,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,gsm8k_adv,correlation,0.0904625488951689,,,0.0904625488951689,0.9,13,5.860786223465865
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,gsm8k_adv,correlation,0.0669558687141771,,,0.0669558687141771,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,gsm8k_adv,correlation,0.1541913586733905,,,0.1541913586733905,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,gsm8k_adv,correlation,0.0452596148530477,,,0.0452596148530477,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,gsm8k_adv,correlation,0.0405438909214524,,,0.0405438909214524,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,gsm8k_adv,correlation,0.0613860447126335,,,0.0613860447126335,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,gsm8k_adv,correlation,0.0299035036648118,,,0.0299035036648118,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,gsm8k_adv,correlation,0.0155090134588225,,,0.0155090134588225,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,gsm8k_adv,correlation,0.03974667076955,,,0.03974667076955,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,gsm8k_adv,correlation,0.0439764633888913,,,0.0439764633888913,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,gsm8k_adv,correlation,0.0613839696991009,,,0.0613839696991009,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,gsm8k_adv,correlation,0.043700498976503,,,0.043700498976503,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,gsm8k_adv,correlation,0.0626091691757144,,,0.0626091691757144,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,gsm8k_adv,correlation,0.0771608646031052,,,0.0771608646031052,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,gsm8k_adv,correlation,0.1003637560892353,,,0.1003637560892353,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,gsm8k_adv,correlation,0.0819536826273179,,,0.0819536826273179,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,gsm8k_adv,correlation,0.0795627488076147,,,0.0795627488076147,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,gsm8k_adv,correlation,0.0873470951537094,,,0.0873470951537094,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,gsm8k_adv,correlation,0.0993829473901062,,,0.0993829473901062,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,gsm8k_adv,correlation,0.0667078642182799,,,0.0667078642182799,0.09,7,2.716018370751387
OLMo-2-0325-32B,OLMo-2-0325-32B-100pct,gsm8k_adv,accurate_impl_reflection,0.0136714443219404,,,0.0136714443219404,1.0,32,7.049254841255837
OLMo-2-0325-32B,OLMo-2-0325-32B-10pct,gsm8k_adv,accurate_impl_reflection,0.0169790518191841,,,0.0169790518191841,0.1,32,4.746669748261791
OLMo-2-0325-32B,OLMo-2-0325-32B-20pct,gsm8k_adv,accurate_impl_reflection,0.020837927232635,,,0.020837927232635,0.2,32,5.439816928821736
OLMo-2-0325-32B,OLMo-2-0325-32B-29pct,gsm8k_adv,accurate_impl_reflection,0.01212789415656,,,0.01212789415656,0.29,32,5.811380485254219
OLMo-2-0325-32B,OLMo-2-0325-32B-42pct,gsm8k_adv,accurate_impl_reflection,0.0100330760749724,,,0.0100330760749724,0.42,32,6.181754273551114
OLMo-2-0325-32B,OLMo-2-0325-32B-50pct,gsm8k_adv,accurate_impl_reflection,0.0106945975744211,,,0.0106945975744211,0.5,32,6.3561076606958915
OLMo-2-0325-32B,OLMo-2-0325-32B-60pct,gsm8k_adv,accurate_impl_reflection,0.0130099228224917,,,0.0130099228224917,0.6,32,6.5384292174898455
OLMo-2-0325-32B,OLMo-2-0325-32B-70pct,gsm8k_adv,accurate_impl_reflection,0.0119073869900771,,,0.0119073869900771,0.7000000000000001,32,6.6925798973171045
OLMo-2-0325-32B,OLMo-2-0325-32B-80pct,gsm8k_adv,accurate_impl_reflection,0.0174200661521499,,,0.0174200661521499,0.8,32,6.826111289941627
OLMo-2-0325-32B,OLMo-2-0325-32B-89pct,gsm8k_adv,accurate_impl_reflection,0.0167585446527012,,,0.0167585446527012,0.89,32,6.932721024999885
OLMo-2-0325-32B,OLMo-2-0325-32B-9pct,gsm8k_adv,accurate_impl_reflection,0.0071664829106945,,,0.0071664829106945,0.09,32,4.641309232603964
OLMo-2-1124-13B,OLMo-2-1124-13B-100pct,gsm8k_adv,accurate_impl_reflection,0.0067254685777287,,,0.0067254685777287,1.0,13,5.966146739123692
OLMo-2-1124-13B,OLMo-2-1124-13B-17pct,gsm8k_adv,accurate_impl_reflection,0.0123484013230429,,,0.0123484013230429,0.17,13,4.194189897191817
OLMo-2-1124-13B,OLMo-2-1124-13B-20pct,gsm8k_adv,accurate_impl_reflection,0.0108048511576626,,,0.0108048511576626,0.2,13,4.356708826689592
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,gsm8k_adv,accurate_impl_reflection,0.0125689084895259,,,0.0125689084895259,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,gsm8k_adv,accurate_impl_reflection,0.009702315325248,,,0.009702315325248,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-50pct,gsm8k_adv,accurate_impl_reflection,0.0123484013230429,,,0.0123484013230429,0.5,13,5.272999558563747
OLMo-2-1124-13B,OLMo-2-1124-13B-60pct,gsm8k_adv,accurate_impl_reflection,0.0081587651598676,,,0.0081587651598676,0.6,13,5.455321115357702
OLMo-2-1124-13B,OLMo-2-1124-13B-70pct,gsm8k_adv,accurate_impl_reflection,0.0187431091510474,,,0.0187431091510474,0.7000000000000001,13,5.60947179518496
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,gsm8k_adv,accurate_impl_reflection,0.0122381477398015,,,0.0122381477398015,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,gsm8k_adv,accurate_impl_reflection,0.0119073869900771,,,0.0119073869900771,0.9,13,5.860786223465865
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,gsm8k_adv,accurate_impl_reflection,0.0155457552370452,,,0.0155457552370452,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,gsm8k_adv,accurate_impl_reflection,0.0093715545755237,,,0.0093715545755237,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,gsm8k_adv,accurate_impl_reflection,0.0174200661521499,,,0.0174200661521499,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,gsm8k_adv,accurate_impl_reflection,0.0059536934950385,,,0.0059536934950385,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,gsm8k_adv,accurate_impl_reflection,0.0166482910694597,,,0.0166482910694597,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,gsm8k_adv,accurate_impl_reflection,0.0104740904079382,,,0.0104740904079382,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,gsm8k_adv,accurate_impl_reflection,0.0119073869900771,,,0.0119073869900771,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,gsm8k_adv,accurate_impl_reflection,0.0116868798235942,,,0.0116868798235942,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,gsm8k_adv,accurate_impl_reflection,0.0145534729878721,,,0.0145534729878721,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,gsm8k_adv,accurate_impl_reflection,0.0158765159867695,,,0.0158765159867695,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,gsm8k_adv,accurate_impl_reflection,0.013561190738699,,,0.013561190738699,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,gsm8k_adv,accurate_impl_reflection,0.0077177508269018,,,0.0077177508269018,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,gsm8k_adv,accurate_impl_reflection,0.0127894156560088,,,0.0127894156560088,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,gsm8k_adv,accurate_impl_reflection,0.0152149944873208,,,0.0152149944873208,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,gsm8k_adv,accurate_impl_reflection,0.0095920617420066,,,0.0095920617420066,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,gsm8k_adv,accurate_impl_reflection,0.0136714443219404,,,0.0136714443219404,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,gsm8k_adv,accurate_impl_reflection,0.0098125689084895,,,0.0098125689084895,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,gsm8k_adv,accurate_impl_reflection,0.0136714443219404,,,0.0136714443219404,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,gsm8k_adv,accurate_impl_reflection,0.0131201764057331,,,0.0131201764057331,0.09,7,2.716018370751387
OLMo-2-0325-32B,OLMo-2-0325-32B-100pct,gsm8k_adv,accurate_expl_reflection,0.139470782800441,,,0.139470782800441,1.0,32,7.049254841255837
OLMo-2-0325-32B,OLMo-2-0325-32B-10pct,gsm8k_adv,accurate_expl_reflection,0.0445424476295479,,,0.0445424476295479,0.1,32,4.746669748261791
OLMo-2-0325-32B,OLMo-2-0325-32B-20pct,gsm8k_adv,accurate_expl_reflection,0.0782800441014333,,,0.0782800441014333,0.2,32,5.439816928821736
OLMo-2-0325-32B,OLMo-2-0325-32B-29pct,gsm8k_adv,accurate_expl_reflection,0.050385887541345,,,0.050385887541345,0.29,32,5.811380485254219
OLMo-2-0325-32B,OLMo-2-0325-32B-42pct,gsm8k_adv,accurate_expl_reflection,0.0734288864388092,,,0.0734288864388092,0.42,32,6.181754273551114
OLMo-2-0325-32B,OLMo-2-0325-32B-50pct,gsm8k_adv,accurate_expl_reflection,0.0657111356119073,,,0.0657111356119073,0.5,32,6.3561076606958915
OLMo-2-0325-32B,OLMo-2-0325-32B-60pct,gsm8k_adv,accurate_expl_reflection,0.0957001102535832,,,0.0957001102535832,0.6,32,6.5384292174898455
OLMo-2-0325-32B,OLMo-2-0325-32B-70pct,gsm8k_adv,accurate_expl_reflection,0.0859977949283351,,,0.0859977949283351,0.7000000000000001,32,6.6925798973171045
OLMo-2-0325-32B,OLMo-2-0325-32B-80pct,gsm8k_adv,accurate_expl_reflection,0.1199558985667034,,,0.1199558985667034,0.8,32,6.826111289941627
OLMo-2-0325-32B,OLMo-2-0325-32B-89pct,gsm8k_adv,accurate_expl_reflection,0.1186328555678059,,,0.1186328555678059,0.89,32,6.932721024999885
OLMo-2-0325-32B,OLMo-2-0325-32B-9pct,gsm8k_adv,accurate_expl_reflection,0.0355016538037486,,,0.0355016538037486,0.09,32,4.641309232603964
OLMo-2-1124-13B,OLMo-2-1124-13B-100pct,gsm8k_adv,accurate_expl_reflection,0.0565600882028665,,,0.0565600882028665,1.0,13,5.966146739123692
OLMo-2-1124-13B,OLMo-2-1124-13B-17pct,gsm8k_adv,accurate_expl_reflection,0.0427783902976846,,,0.0427783902976846,0.17,13,4.194189897191817
OLMo-2-1124-13B,OLMo-2-1124-13B-20pct,gsm8k_adv,accurate_expl_reflection,0.0470782800441014,,,0.0470782800441014,0.2,13,4.356708826689592
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,gsm8k_adv,accurate_expl_reflection,0.0464167585446527,,,0.0464167585446527,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,gsm8k_adv,accurate_expl_reflection,0.0557883131201764,,,0.0557883131201764,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-50pct,gsm8k_adv,accurate_expl_reflection,0.0346196251378169,,,0.0346196251378169,0.5,13,5.272999558563747
OLMo-2-1124-13B,OLMo-2-1124-13B-60pct,gsm8k_adv,accurate_expl_reflection,0.0561190738699007,,,0.0561190738699007,0.6,13,5.455321115357702
OLMo-2-1124-13B,OLMo-2-1124-13B-70pct,gsm8k_adv,accurate_expl_reflection,0.0492833517089305,,,0.0492833517089305,0.7000000000000001,13,5.60947179518496
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,gsm8k_adv,accurate_expl_reflection,0.0557883131201764,,,0.0557883131201764,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,gsm8k_adv,accurate_expl_reflection,0.0620727673649393,,,0.0620727673649393,0.9,13,5.860786223465865
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,gsm8k_adv,accurate_expl_reflection,0.0349503858875413,,,0.0349503858875413,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,gsm8k_adv,accurate_expl_reflection,0.0237045203969128,,,0.0237045203969128,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,gsm8k_adv,accurate_expl_reflection,0.0027563395810363,,,0.0027563395810363,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,gsm8k_adv,accurate_expl_reflection,0.0284454244762954,,,0.0284454244762954,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,gsm8k_adv,accurate_expl_reflection,0.0099228224917309,,,0.0099228224917309,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,gsm8k_adv,accurate_expl_reflection,0.0145534729878721,,,0.0145534729878721,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,gsm8k_adv,accurate_expl_reflection,0.0051819184123484,,,0.0051819184123484,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,gsm8k_adv,accurate_expl_reflection,0.0222712238147739,,,0.0222712238147739,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,gsm8k_adv,accurate_expl_reflection,0.0122381477398015,,,0.0122381477398015,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,gsm8k_adv,accurate_expl_reflection,0.0242557883131201,,,0.0242557883131201,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,gsm8k_adv,accurate_expl_reflection,0.0068357221609702,,,0.0068357221609702,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,gsm8k_adv,accurate_expl_reflection,0.0337375964718853,,,0.0337375964718853,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,gsm8k_adv,accurate_expl_reflection,0.0181918412348401,,,0.0181918412348401,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,gsm8k_adv,accurate_expl_reflection,0.0347298787210584,,,0.0347298787210584,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,gsm8k_adv,accurate_expl_reflection,0.0155457552370452,,,0.0155457552370452,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,gsm8k_adv,accurate_expl_reflection,0.0405733186328555,,,0.0405733186328555,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,gsm8k_adv,accurate_expl_reflection,0.0177508269018743,,,0.0177508269018743,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,gsm8k_adv,accurate_expl_reflection,0.0501653803748621,,,0.0501653803748621,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,gsm8k_adv,accurate_expl_reflection,0.0189636163175303,,,0.0189636163175303,0.09,7,2.716018370751387
OLMo-2-0325-32B,OLMo-2-0325-32B-100pct,triviaqa_adv,reflection,0.2299898682877406,,,0.2299898682877406,1.0,32,7.049254841255837
OLMo-2-0325-32B,OLMo-2-0325-32B-10pct,triviaqa_adv,reflection,0.1688618709895305,,,0.1688618709895305,0.1,32,4.746669748261791
OLMo-2-0325-32B,OLMo-2-0325-32B-20pct,triviaqa_adv,reflection,0.199257007767646,,,0.199257007767646,0.2,32,5.439816928821736
OLMo-2-0325-32B,OLMo-2-0325-32B-29pct,triviaqa_adv,reflection,0.1803444782168186,,,0.1803444782168186,0.29,32,5.811380485254219
OLMo-2-0325-32B,OLMo-2-0325-32B-42pct,triviaqa_adv,reflection,0.1276595744680851,,,0.1276595744680851,0.42,32,6.181754273551114
OLMo-2-0325-32B,OLMo-2-0325-32B-50pct,triviaqa_adv,reflection,0.1833839918946302,,,0.1833839918946302,0.5,32,6.3561076606958915
OLMo-2-0325-32B,OLMo-2-0325-32B-60pct,triviaqa_adv,reflection,0.0489699425869638,,,0.0489699425869638,0.6,32,6.5384292174898455
OLMo-2-0325-32B,OLMo-2-0325-32B-70pct,triviaqa_adv,reflection,0.0857818304626815,,,0.0857818304626815,0.7000000000000001,32,6.6925798973171045
OLMo-2-0325-32B,OLMo-2-0325-32B-80pct,triviaqa_adv,reflection,0.1806822019587977,,,0.1806822019587977,0.8,32,6.826111289941627
OLMo-2-0325-32B,OLMo-2-0325-32B-89pct,triviaqa_adv,reflection,0.0932117527862208,,,0.0932117527862208,0.89,32,6.932721024999885
OLMo-2-0325-32B,OLMo-2-0325-32B-9pct,triviaqa_adv,reflection,0.2397838568051334,,,0.2397838568051334,0.09,32,4.641309232603964
OLMo-2-1124-13B,OLMo-2-1124-13B-100pct,triviaqa_adv,reflection,0.055386693684566,,,0.055386693684566,1.0,13,5.966146739123692
